Scientific Name,Common Name,Duration,Habit,Sun,Water,State Code
Equisetum hyemale,"Scouring-rush Horsetail, Horsetail, Scouring Rush, Canuela",Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",FL
Eragrostis spectabilis,"Purple Lovegrass, Purple Love Grass, Purple Plains Lovegrass, Tumblegrass, Petticoat Climber",Perennial,Grass/Grass-like,Sun,Moist,FL
Erigeron quercifolius,"Oakleaf Fleabane, Southern Fleabane, Oak-leaf Fleabane",Annual,Herb,,,FL
Ernodea littoralis,"Coughbush, Golden Creeper",Perennial,Shrub,Sun,,FL
Eryngium aquaticum,"Rattlesnakemaster, Rattlesnake-master, Snakeroot",Biennial,Herb,Part-shade,Wet,FL
Eryngium yuccifolium,"Rattlesnake Master, Button Eryngo, Button Snakeroot, Beargrass, Bear's Grass",Perennial,Herb,Sun,Moist,FL
Erythrina herbacea,"Coralbean, Cherokee Bean, Red Cardinal",Perennial,Shrub,"Sun, Part-shade",Dry,FL
Eugenia axillaris,White Stopper,Perennial,Tree,Part-shade,,FL
Euonymus americanus,"American Strawberry Bush, Strawberry Bush, Brook Euonymus, Hearts-a-burstin, Bursting Heart, Wahoo",Perennial,Shrub,Part-shade,Moist,FL
Eupatorium perfoliatum,Common Boneset,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",FL
Eustoma exaltatum,"Catchfly Prairie Gentian, Bluebell Gentian, Western Blue Gentian, Blue Marsh Lily, Small Bluebell, Catchfly Gentian, Seaside Gentian",Annual,Herb,"Sun, Part-shade",Moist,FL
Euthamia caroliniana,"Slender Goldentop, Slender Fragrant Goldenrod",Perennial,Herb,,,FL
Fagus grandifolia,"American Beech, White Beech, Red Beech, Ridge Beech, Beechnut Tree",Perennial,Tree,"Shade, Part-shade",Moist,FL
Ficus aurea,"Florida Strangler Fig, Strangler Fig",Perennial,Tree,,,FL
Forestiera acuminata,"Eastern Swamp Privet, Swamp Privet, Texas Privet",Perennial,Shrub,Part-shade,Wet,FL
Forestiera segregata,"Florida Swampprivet, Florida Privet",Perennial,Tree,,,FL
Fothergilla gardenii,"Dwarf Witchalder, Dwarf Witch-alder, Dwarf Fothergilla",Perennial,Shrub,"Sun, Part-shade",,FL
Fraxinus americana,"White Ash, American Ash, Cane Ash, Smallseed White Ash, Biltmore White Ash, Biltmore Ash",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",FL
Fraxinus caroliniana,"Carolina Ash, Pop Ash, Water Ash, Swamp Ash, Florida Ash, Poppy Ash",Perennial,Tree,Shade,,FL
Fraxinus pennsylvanica,"Green Ash, Red Ash, Swamp Ash, River Ash, Water Ash, Darlington Ash",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry",FL
Gaillardia pulchella,"Indian Blanket, Firewheel, Girasol Rojo",Annual,Herb,"Sun, Part-shade",Dry,FL
Gaylussacia dumosa,Dwarf Huckleberry,Perennial,Shrub,Part-shade,,FL
Gelsemium rankinii,"Swamp Jessamine, Rankin's Trumpetflower, Rankin's Jessamine, Swamp Yellow Jasmine",Perennial,Vine,"Sun, Part-shade","Wet, Moist",FL
Gelsemium sempervirens,"Carolina Jessamine, Yellow Jessamine, Evening Trumpetflower, Poor Man's Rope",Perennial,Vine,"Sun, Part-shade",Moist,FL
Gleditsia triacanthos,"Honey Locust, Common Honey Locust, Thorny Common Honey Locust, Honey Shucks Locust, Sweet Locust, Thorny Locust, Honey Shucks, Sweet Bean Tree",Perennial,Tree,Part-shade,Moist,FL
Gordonia lasianthus,"Gordonia, Loblolly Bay",Perennial,Shrub,Sun,Moist,FL
Gossypium hirsutum,Upland Cotton,Annual,Tree,,,FL
Halesia carolina,Carolina Silverbell,Perennial,Tree,Shade,,FL
Halesia diptera,"Two-wing Silverbell, Two-winged Silverbell, Silverbell, American Snowdrop Tree, Snowdrop Tree, Snowbell, Cowlicks",Perennial,"Shrub, Tree",Part-shade,Dry,FL
Hamamelis virginiana,"Witch-hazel, American Witch-hazel, Common Witch-hazel, Winterbloom, Snapping Hazelnut, Striped Alder, Spotted Alder, Tobacco-wood, Water-witch",Perennial,Tree,"Shade, Part-shade","Moist, Dry",FL
Hamelia patens,"Scarletbush, Firebush, Hummingbird Bush, Scarlet Bush, Redhead",Perennial,Shrub,Sun,,FL
Helenium amarum,"Yellow Sneezeweed, Bitterweed, Yellow Bitterweed, Yellowdicks, Slender-leaved Sneezeweed, Fine-leaved Sneezweed, Yellow Dog-fennel",Annual,Herb,Part-shade,Dry,FL
Helenium flexuosum,"Purplehead Sneezeweed, Purple-head Sneezeweed",Perennial,Herb,Sun,,FL
Helianthus angustifolius,"Swamp Sunflower, Narrowleaf Sunflower, Narrow-leaved Sunflower",Perennial,Herb,Part-shade,Wet,FL
Helianthus debilis,"Cucumberleaf Sunflower, Cucumber-leaf Sunflower, Beach Sunflower",Annual,Herb,Sun,,FL
Helianthus strumosus,"Paleleaf Woodland Sunflower, Paleleaf Sunflower, Woodland Sunflower",Perennial,Herb,"Sun, Shade, Part-shade",Dry,FL
Heliopsis helianthoides,"Smooth Oxeye, Oxeye Sunflower, False Sunflower",Perennial,Herb,"Sun, Part-shade",Dry,FL
Heliotropium angiospermum,"Scorpion's-tail, Scorpion-tail",Annual,Herb,"Sun, Part-shade",Moist,FL
Heliotropium curassavicum,"Salt Heliotrope, Seaside Heliotrope, Quail Plant, Cola De Mico, Cola De Gama",Annual,Herb,Sun,Dry,FL
Hibiscus aculeatus,"Comfortroot, Big Thicket Hibiscus, Pineland Hibiscus",Perennial,Herb,"Sun, Part-shade",Moist,FL
Hibiscus coccineus,"Scarlet Rosemallow, Crimson Rosemallow, Wild Red Mallow, Texas Star Hibiscus",Perennial,Herb,Sun,Wet,FL
Hibiscus grandiflorus,"Swamp Rose-mallow, Pink Swamp Hibiscus, Large-flowered Hibiscus",Perennial,Herb,Part-shade,Wet,FL
Hibiscus laevis,"Halberdleaf Rosemallow, Halberdleaf Hibiscus, Scarlet Rose Mallow, Halberd-leaved Hibiscus, Halberd-leaved Rose-mallow",Perennial,Shrub,"Sun, Part-shade",Moist,FL
Hibiscus moscheutos,"Crimson-eyed Rose-mallow, Marshmallow Hibiscus",Perennial,Shrub,"Sun, Part-shade","Wet, Moist",FL
Hydrangea quercifolia,"Oakleaf Hydrangea, Oak-leaf Hydrangea",Perennial,Shrub,Shade,Moist,FL
Hydrocotyle umbellata,"Manyflower Marsh-pennywort, Many-flowered Marsh-pennywort, Marsh Pennywort, Water Pennywort, Money Plant",Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",FL
Hydrolea corymbosa,"Skyflower, Tall Hydrolea",Perennial,Herb,,,FL
Hymenocallis latifolia,"Perfumed Spiderlily, Perfumed Spider-lily",Perennial,Herb,Shade,Moist,FL
Hymenocallis palmeri,Alligator Lily,Perennial,Herb,,,FL
Hypericum cistifolium,Roundpod St. John's-wort,Perennial,Subshrub,Sun,,FL
Hypericum gentianoides,"Orangegrass, Pineweed",Annual,Herb,Part-shade,,FL
Hypericum hypericoides,St. Andrew's-cross,Perennial,Subshrub,,,FL
Hypericum tetrapetalum,Fourpetal St. John's-wort,Perennial,Subshrub,,,FL
Ilex amelanchier,"Sarvis Holly, Swamp Holly",Perennial,Shrub,Part-shade,Wet,FL
Ilex coriacea,"Baygall Bush, Large Gallberry, Gallberry, Tall Inkberry Holly, Inkberry Holly, Shining Inkberry, Inkberry",Perennial,Shrub,Part-shade,Moist,FL
Ilex decidua,"Possumhaw, Possumhaw Holly, Deciduous Holly, Meadow Holly, Prairie Holly, Swamp Holly, Welk Holly, Deciduous Yaupon, Bearberry, Winterberry",Perennial,Shrub,"Sun, Part-shade",Moist,FL
Ilex glabra,"Inkberry, Gallberry",Perennial,Shrub,Part-shade,"Wet, Moist",FL
Ilex myrtifolia,"Myrtle Dahoon, Myrtle Leaf Holly, Myrtle Holly",Perennial,Shrub,Part-shade,Moist,FL
Ilex verticillata,"Common Winterberry, Winterberry, Michigan Holly, Black Alder",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry",FL
Ilex vomitoria,"Yaupon, Yaupon Holly, Cassina",Perennial,"Shrub, Tree","Sun, Shade, Part-shade","Moist, Dry",FL
Illicium floridanum,"Florida Anisetree, Florida Anise, Anise Tree, Stinkbush",Perennial,Shrub,Part-shade,,FL
Illicium parviflorum,"Yellow Anisetree, Small Anisetree, Star Anise",Perennial,Shrub,Part-shade,Moist,FL
Ipomoea alba,"Moonflower, Moon Vine, Tropical White Morning Glory",Annual,Vine,,,FL
Ipomoea hederifolia,Scarlet Creeper,Annual,Vine,,,FL
Ipomoea imperati,"Beach Morning-glory, Beach Morning Glory",Perennial,Vine,,,FL
Ipomoea pes-caprae,"Railroad Vine, Goat-foot Morning Glory, Bayhops, Beach Morning Glory",Perennial,Vine,Part-shade,,FL
Ipomoea sagittata,"Saltmarsh Morning-glory, Salt-marsh Morning Glory",Perennial,Vine,,,FL
Ipomopsis rubra,"Standing Cypress, Texas Plume, Red Texas Star, Red Gilia",Biennial,Herb,"Sun, Part-shade",Dry,FL
Iris brevicaulis,Zigzag Iris,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",FL
Iris hexagona,Dixie Iris,Perennial,Herb,"Sun, Part-shade","Wet, Moist",FL
Iris virginica,"Virginia Iris, Great Blue Flag, Southern Blue Flag",Perennial,Herb,Sun,Wet,FL
Itea virginica,"Virginia Sweetspire, Tassel-white, Virginia Willow",Perennial,Shrub,Part-shade,Moist,FL
Iva frutescens,"Jesuit's Bark, High-tide Bush, High-water Shrub, Marsh Elder, Bigleaf Marsh Elder",Perennial,"Herb, Subshrub",Sun,Wet,FL
Jacquinia keyensis,Joewood,Perennial,Tree,,,FL
Juglans nigra,"Black Walnut, Eastern Black Walnut, American Black Walnut",Perennial,Tree,"Sun, Part-shade",Moist,FL
Juncus effusus,"Common Rush, Soft Rush",Perennial,Grass/Grass-like,Sun,"Wet, Moist",FL
Juncus roemerianus,"Needlegrass Rush, Black Needlerush",Perennial,Herb,Sun,Wet,FL
Juniperus virginiana,"Eastern Red Cedar, Eastern Redcedar, Virginia Juniper, Red Juniper, Pencil Cedar, Carolina Cedar, Red Savin",Perennial,Tree,"Sun, Shade, Part-shade",Dry,FL
Kalmia latifolia,"Mountain Laurel, Calico Bush, Kalmia, Mountain-laurel",Perennial,Shrub,Part-shade,Moist,FL
Kosteletzkya virginica,"Virginia Saltmarsh Mallow, Virginia Fen-rose, Saltmarsh Mallow, Seashore Mallow",Perennial,Subshrub,Sun,Moist,FL
Lachnanthes caroliana,"Carolina Redroot, Paint Root",Perennial,Herb,"Sun, Part-shade",Moist,FL
Laguncularia racemosa,White Mangrove,Perennial,Tree,Part-shade,Wet,FL
Lantana involucrata,"Buttonsage, Button-sage",Perennial,Shrub,Sun,Dry,FL
Leersia oryzoides,"Rice Cutgrass, Rice Cut Grass",Perennial,Grass/Grass-like,Part-shade,Wet,FL
Leucothoe axillaris,"Coastal Doghobble, Coast Leucothoe",Perennial,Shrub,"Shade, Part-shade",Moist,FL
Liatris elegans,"Pink-scale Blazing Star, Pink-scale Gayfeather, Pink-scale Liatris",Perennial,Herb,Sun,Dry,FL
Liatris spicata,"Dense Blazing Star, Dense Gayfeather, Dense Liatris, Marsh Blazing Star, Marsh Gayfeather, Marsh Liatris",Perennial,Herb,Sun,Moist,FL
Liatris tenuifolia,"Shortleaf Blazing Star, Slender Blazing Star, Shortleaf Gayfeather, Shortleaf Liatris, Fineleaf Blazing Star, Fineleaf Gayfeather, Fineleaf Liatris",Perennial,Herb,Sun,,FL
Lilium catesbaei,"Pine Lily, Southern Red Lily, Catesby's Lily",Perennial,Herb,Part-shade,"Wet, Moist",FL
Lindera benzoin,"Northern Spicebush, Spicebush, Wild Allspice",Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist, Dry",FL
Liquidambar styraciflua,"Sweetgum, American Sweetgum, Red Gum, White Gum, Star-leaved Gum, Starleaf Gum, Alligator Tree, Satin Walnut, Bilsted, Liquidambar",Perennial,Tree,Part-shade,Moist,FL
Liriodendron tulipifera,"Tulip Tree, Tulip Poplar, Yellow Poplar",Perennial,Tree,"Sun, Shade, Part-shade",Moist,FL
Lobelia cardinalis,Cardinal Flower,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist",FL
Lobelia glandulosa,Glade Lobelia,Perennial,Herb,Part-shade,Wet,FL
Lobelia puberula,Downy Lobelia,Perennial,Herb,,,FL
Lonicera sempervirens,"Coral Honeysuckle, Trumpet Honeysuckle, Woodbine",Perennial,Vine,"Sun, Part-shade",Moist,FL
Ludwigia repens,"Creeping Primrose-willow, Floating Primrose-willow, Water Primrose",Perennial,Herb,,,FL
Lupinus arboreus,"Yellow Bush Lupine, Bush Lupine, Tree Lupine",Perennial,Shrub,Sun,Dry,FL
Lupinus perennis,"Sundial Lupine, Wild Lupine",Perennial,Herb,"Sun, Part-shade","Moist, Dry",FL
Lycium carolinianum,"Carolina Wolfberry, Carolina Desert-thorn, Creeping Wolfberry, Christmas Berry",Perennial,Shrub,"Sun, Part-shade",Moist,FL
Lyonia ferruginea,"Rusty Staggerbush, Dragon Tree, Tree Lyonia, Staggerbush",Perennial,Tree,,,FL
Lyonia fruticosa,"Coastal Plain Staggerbush, Poor-grub, Rusty Lyonia",Perennial,Shrub,,,FL
Lyonia lucida,"Shining Fetterbush, Fetterbush Lyonia, Shinyleaf, Fetterbush, Staggerbush",Perennial,Shrub,"Shade, Part-shade",Moist,FL
Lysiloma latisiliquum,"Bahama Lysiloma, False Tamarind",Perennial,Tree,,,FL
Lythrum alatum var. lanceolatum,"Winged Lythrum, Lance-leaf Loosestrife",Perennial,Herb,,,FL
Magnolia grandiflora,"Southern Magnolia, Evergreen Magnolia, Loblolly Magnolia, Great Laurel Magnolia, Big Laurel, Bull Bay",Perennial,Tree,Part-shade,Dry,FL
Magnolia pyramidata,Pyramid Magnolia,Perennial,Tree,Part-shade,,FL
Magnolia tripetala,"Umbrella Tree, Umbrella Magnolia",Perennial,Tree,Part-shade,Moist,FL
Magnolia virginiana,"Sweetbay, Sweetbay Magnolia, Southern Sweetbay, Swampbay, Swamp Magnolia, Sweet Magnolia, Small Magnolia, Laurel Magnolia, White Bay, White Laurel, Swamp Laurel, Beaver Tree",Perennial,Tree,Part-shade,Moist,FL
Malus angustifolia,"Southern Crabapple, Narrowleaf Crabapple, Wild Crabapple, Southern Crab, Narrowleaf Crab, Wild Crab",Perennial,Tree,Part-shade,Moist,FL
Malvaviscus arboreus,"Turkscap, Wax Mallow, Bleeding Hearts, Mexican Apple, Manzanita",Perennial,Shrub,,,FL
Matelea gonocarpos,"Anglepod, Angularfruit Milkvine",Perennial,Vine,,,FL
Melochia tomentosa,"Pyramid Bush, Teabush, Red Rope, Velvety Melochia, Kidney Bush, Woolly Pyramidflower",Perennial,"Subshrub, Shrub",Sun,"Moist, Dry",FL
Metopium toxiferum,"Florida Poisontree, Poisonwood",Perennial,Tree,,,FL
Mikania scandens,"Climbing Hempvine, Climbing Hempweed",Perennial,Vine,Shade,Wet,FL
Mimosa strigillosa,"Powderpuff, Sunshine Mimosa, Sensitive Plant",Perennial,Shrub,,"Moist, Dry",FL
Mitchella repens,"Partridgeberry, Twinberry, Running Box, Pigeon Plum",Perennial,Herb,"Shade, Part-shade","Moist, Dry",FL
Monarda punctata,"Spotted Beebalm, Spotted Horsemint, Horsemint",Perennial,Herb,Sun,Dry,FL
Morus rubra,"Red Mulberry, Moral",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",FL
Nelumbo lutea,"American Lotus, Yellow Water Lotus, Yellow Lotus",Perennial,Herb,Sun,Wet,FL
Nephrolepis exaltata,Boston Swordfern,Perennial,Fern,,,FL
Neptunia pubescens,Tropical Puff,Perennial,Herb,,,FL
Nuphar lutea,"Yellow Pond Lily, Yellow Cow Lily, Cow Lily, Spatter Dock, Wakas",Perennial,Herb,Part-shade,Wet,FL
Nymphaea mexicana,"Yellow Waterlily, Yellow Water-lily, Banana Lily, Banana Waterlily, Sun Lotus",Perennial,Herb,Sun,Wet,FL
Nymphaea odorata,"American White Water-lily, Fragrant White Water-lily, Fragrant Water-lily, White Water-lily, Sweet-scented White Water-lily, Sweet-scented Water-lily, Beaver Root",Perennial,Herb,"Sun, Shade, Part-shade",Wet,FL
Nyssa aquatica,"Water Tupelo, Blackgum, Sourgum, Cotton Gum, Swamp Tupelo, Water Gum",Perennial,Tree,Sun,Wet,FL
Nyssa ogeche,"Ogeechee Tupelo, Ogeechee Lime",Perennial,Tree,Part-shade,Wet,FL
Oenothera simulans,"Southern Beeblossom, Southern Gaura, Morning Honeysuckle, Morning Gaura",Annual,Herb,,,FL
Okenia hypogaea,Burrowing Four O'Clock,Annual,Herb,,,FL
Opuntia humifusa,"Low Prickly Pear, Smooth Prickly Pear, Devil's Tongue",Perennial,Cactus/Succulent,Sun,Dry,FL
Orontium aquaticum,"Goldenclub, Neverwet",Perennial,Herb,Part-shade,Wet,FL
Osmanthus americanus,"American Olive, Devilwood, Wild Olive",Perennial,Tree,Part-shade,Moist,FL
Osmunda cinnamomea,Cinnamon Fern,Perennial,"Herb, Fern","Sun, Shade, Part-shade","Wet, Moist",FL
Osmunda regalis,Royal Fern,Perennial,"Herb, Fern","Shade, Part-shade","Wet, Moist",FL
Ostrya virginiana,"Eastern Hop-hornbeam, American Hop-hornbeam, Woolly Hop-hornbean, Eastern Ironwood, Roughbark Ironwood, Ironwood, Deerwood, Leverwood",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",FL
Oxydendrum arboreum,"Sourwood, Sorrel Tree",Perennial,Tree,Part-shade,,FL
Packera aurea,"Golden Groundsel, Golden Ragwort, Butterweed",Perennial,Herb,"Sun, Shade, Part-shade",Moist,FL
Palafoxia integrifolia,"Coastal Plain Palafox, Coastalplain Palafox",Annual,Herb,,,FL
Panicum amarum,"Bitter Panicgrass, Beachgrass, Coastal Panic Grass",Perennial,Grass/Grass-like,Sun,Moist,FL
Panicum virgatum,"Switchgrass, Wand Panic Grass",Perennial,Grass/Grass-like,"Sun, Part-shade","Moist, Dry",FL
Parthenocissus quinquefolia,Virginia Creeper,Perennial,Vine,"Sun, Shade, Part-shade",Moist,FL
Paspalum distichum,Knotgrass,Perennial,Grass/Grass-like,Sun,,FL
Paspalum monostachyum,Gulfdune Paspalum,Perennial,Grass/Grass-like,Sun,Dry,FL
Passiflora incarnata,"Maypop, Purple Passionflower, Purple Passion Vine, Apricot Vine",Perennial,Vine,"Sun, Part-shade","Moist, Dry",FL
Passiflora lutea,"Yellow Passionflower, Yellow Passion Vine, Yellow Passion-flower",Perennial,Herb,Part-shade,Moist,FL
Peltandra virginica,"Tuckahoe, Green Arrow Arum, Arrow Arum, Green Arum",Perennial,Herb,Part-shade,Wet,FL
Penstemon australis,"Eustis Lake Penstemon, Eustis Lake Beardtongue, Slender Penstemon, Slender Beardtongue",Perennial,Herb,Part-shade,Dry,FL
Penstemon multiflorus,"Many-flower Penstemon, Many-flower Beardtongue, Many-flowered Penstemon, Many-flowered Beardtongue",Perennial,Herb,Part-shade,Dry,FL
Persea palustris,"Swamp Bay, Swampbay",Perennial,"Shrub, Tree",,,FL
Philadelphus inodorus,Scentless Mock Orange,Perennial,Shrub,,,FL
Phlox divaricata,"Wild Blue Phlox, Louisiana Phlox, Blue Woodland Phlox, Sweet William, Wild Sweet William",Perennial,Herb,"Shade, Part-shade",Moist,FL
Phlox floridana,Florida Phlox,Perennial,Herb,,,FL
Phlox nivalis,Trailing Phlox,Perennial,"Herb, Subshrub",,,FL
Phlox pilosa,"Downy Phlox, Prairie Phlox, Fragrant Phlox",Perennial,Herb,"Sun, Part-shade",Dry,FL
Phyla nodiflora,"Texas Frogfruit, Turkey Tangle Fogfruit, Frogfruit",Perennial,Herb,"Sun, Part-shade","Moist, Dry",FL
Physocarpus opulifolius,"Common Ninebark, Atlantic Ninebark",Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist, Dry",FL
Physostegia purpurea,Eastern False Dragonhead,Perennial,Herb,,,FL
Pinckneya bracteata,"Fevertree, Pinckneya, Feverbark, Poinsettia Tree, Georgia Bark",Perennial,Shrub,Part-shade,,FL
Pinus clausa,Sand Pine,Perennial,Tree,Part-shade,,FL
Pinus echinata,"Shortleaf Pine, Shortleaf Yellow Pine, Southern Yellow Pine, Yellow Pine, Shortstraw Pine, Arkansas Pine, Longtag Pine, Spruce Pine, Oldfield Pine, Arkansas Soft Pine",Perennial,Tree,Part-shade,Dry,FL
Pinus elliottii,Slash Pine,Perennial,Tree,Part-shade,Moist,FL
Pinus glabra,Spruce Pine,Perennial,Tree,Part-shade,Moist,FL
Pinus palustris,"Longleaf Pine, Georgia Pine, Longleaf Yellow Pine, Southern Yellow Pine, Longstraw Pine, Hill Pine, Hard Pine, Heart Pine",Perennial,Tree,Sun,Dry,FL
Pinus serotina,"Pond Pine, Pocosin Pine, Marsh Pine",Perennial,Tree,Sun,Wet,FL
Pinus taeda,"Loblolly Pine, Oldfield Pine, Bull Pine, Rosemary Pine",Perennial,Tree,Part-shade,Dry,FL
Piscidia piscipula,"Florida Fishpoison Tree, Florida Fish-poison Tree",Perennial,Tree,,,FL
Pityopsis graminifolia,"Narrowleaf Silkgrass, Golden Aster",Perennial,Herb,Part-shade,,FL
Planera aquatica,"Planer Tree, Water Elm",Perennial,Tree,Part-shade,,FL
Platanus occidentalis,"American Sycamore, Eastern Sycamore, American Plane Tree, Plane Tree, Buttonwood, Buttonball Tree",Perennial,Tree,"Sun, Shade, Part-shade",Moist,FL
Plumbago scandens,"Doctorbush, Summer Snow Plumbago, Mexican Plumbago",Perennial,Herb,Part-shade,Dry,FL
Pogonia ophioglossoides,"Rose Pogonia, Snake-mouth Orchid, Beard Flower",Perennial,Herb,Sun,"Wet, Moist",FL
Polygonatum biflorum,"Smooth Solomon's Seal, Great Solomon's-seal, Sealwort",Perennial,Herb,"Shade, Part-shade","Moist, Dry",FL
Polygonum hydropiperoides,Swamp Smartweed,Perennial,Herb,Sun,,FL
Polygonum punctatum,Dotted Smartweed,Annual,Herb,Sun,,FL
Polypremum procumbens,"Juniper Leaf, Rustweed","Annual, Perennial",Herb,,,FL
Polystichum acrostichoides,Christmas Fern,Perennial,Fern,"Shade, Part-shade",Moist,FL
Pontederia cordata,"Pickerelweed, Pickerel Rush",Perennial,Herb,"Sun, Part-shade","Wet, Moist",FL
Populus deltoides,"Eastern Cottonwood, Carolina Poplar, Necklace Poplar, Alamo",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry",FL
Portulaca pilosa,"Kiss Me Quick, Chisme",Annual,Herb,"Sun, Part-shade","Moist, Dry",FL
Prunus americana,"American Plum, Wild Plum",Perennial,Tree,"Sun, Shade, Part-shade",Moist,FL
Prunus angustifolia,"Chickasaw Plum, Sandhill Plum",Perennial,Tree,"Sun, Part-shade",Dry,FL
Prunus caroliniana,"Carolina Cherry-laurel, Cherry-laurel, Laurel Cherry, Carolina Laurel Cherry",Perennial,Tree,"Sun, Part-shade",Moist,FL
Prunus serotina var. serotina,"Eastern Black Cherry, Black Cherry",Perennial,Tree,Sun,Moist,FL
Prunus umbellata,"Flatwoods Plum, Hog Plum, Black Sloe",Perennial,Tree,,Dry,FL
Psychotria nervosa,"Seminole Balsamo, Wild Coffee",Perennial,Shrub,Part-shade,,FL
Ptelea trifoliata,"Wafer Ash, Common Hoptree, Hop Tree",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry",FL
Pteridium aquilinum var. pseudocaudatum,"Bracken Fern, Bracken, Western Bracken Fern, Western Bracken",Perennial,"Herb, Fern","Shade, Part-shade",Dry,FL
Pterocaulon pycnostachyum,"Blackroot, Densespike Blackroot, Fox-tail, Coastal Blackroot",Perennial,"Herb, Subshrub","Sun, Part-shade","Moist, Dry",FL
Ptilimnium capillaceum,Herbwilliam,Annual,Herb,,,FL
Quercus alba,"White Oak, Northern White Oak, Eastern White Oak, Stave Oak, Ridge White Oak, Forked-leaf White Oak",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry",FL
Quercus arkansana,Arkansas Oak,Perennial,Tree,,,FL
Quercus chapmanii,"Chapman Oak, Chapman's Oak",Perennial,"Shrub, Tree",,,FL
Quercus falcata,"Southern Red Oak, Bottomland Red Oak, Three-lobed Red Oak, Spanish Oak",Perennial,Tree,Part-shade,Dry,FL
Quercus hemisphaerica,"Coast Laurel Oak, Darlington Oak, Laurel Oak",Perennial,Tree,Sun,Dry,FL
Quercus incana,"Bluejack Oak, Sandjack Oak, Upland Willow Oak, Cinnamon Oak, Shin Oak, Turkey Oak",Perennial,"Shrub, Tree",Part-shade,Dry,FL
Quercus laevis,Turkey Oak,Perennial,Tree,Sun,,FL
Quercus laurifolia,"Laurel Oak, Swamp Laurel Oak, Darlington Oak, Diamond-leaf Oak, Laurel-leaf Oak, Water Oak, Obtusa Oak",Perennial,Tree,Part-shade,,FL
